"Rajya	DISTRICT	BRANCH	ADDRESS	CENTRE	IFSC	CONTACT1	CONTACT2	CONTACT3	MICR_CODE",,,,,,,,,
"RAJASTHAN	PALI	KALU ANANDPUR	""P.O. - ANANDPUR","  DISTT.   PALI - 306301""	ANANDPUR KALU	SBBJ0010344	""02939-283237"," 283544""			",,,,,,,
"RAJASTHAN	PALI	KHINWARA	""STATE BANK OF BIKANER AND JAIPUR", PUROHIT KA BASS, MAIN MARKET, NEAR MAIN MAIN BUS STAND," KHINWARA -306502 (RAJASTHAN)""	KHEEWARA	SBBJ0011005	02934-248111	9413397745		",,,,,
"RAJASTHAN	PALI	""KRISHI UPAJ MANDI","  PALI""	""MANDIA  ROAD","  PALI - 306401""	PALI	SBBJ0010547	02932-222419			",,,,,,,
"RAJASTHAN	PALI	""KUM","  SUMERPUR""	DISTT.   PALI - 306902	SUMERPUR	SBBJ0010830	02933-258232			",,,,,,,,
"RAJASTHAN	PALI	MARWAR JUNCTION	""MAIN  BAZAR","  DISTT.   PALI - 306001""	MARWAR JUNCTION	SBBJ0010196	""02935-252216"," 253396""			",,,,,,,
"RAJASTHAN	PALI	NADOL	""VILL. & P.O. NADOL", THE. DESURI, DISTT. PALI," RAJASTHAN""	NADOL	SBBJ0011134	02934240025/8003597123			306003503",,,,,,
"RAJASTHAN	PALI	NANA	""VIA -  MARWAR  JUNCTION","  DISTT.   PALI - 306504""	NANA	SBBJ0010350	02933-245124			",,,,,,,,
"RAJASTHAN	PALI	""NAYAGAON INDUSTRIAL AREA"," PALI""	""Vishawas Bhawan", Gautam Vihar, Naya Gaon Road," PALI-306401""	PALI	SBBJ0011170	8003597098			306003026",,,,,
"RAJASTHAN	PALI	NIMAJ	DISTT.  PALI - 306303	NIMAJ	SBBJ0010318	""02939-230028"," 230718""			",,,,,,,,
"RAJASTHAN	PALI	""PALI"," COLLECTORATE""	COLLECTORATE PALI 306401	PALI	SBBJ0010589	K C GOYAL 02932-220580 222380			",,,,,,,,
"RAJASTHAN	PALI	PIPALIA KALAN	DISTT.  PALI - 306307	PIPALIAN KALAN	SBBJ0010417	02937-287231			",,,,,,,,,
"RAJASTHAN	PALI	""PUNAYATA INDUSTRIAL AREA"," PALI""	""Near Mega Township", Punayata Industrial Area," PALI""	PALI	SBBJ0011262	8003995089	sbbj11262@sbbj.co.in		306003027",,,,,,
"RAJASTHAN	PALI	RAIPURMARWAR	DISTT.  PALI - 306304	RAIPUR(MARWAR)	SBBJ0010197	""02937-220120"," 220405""			",,,,,,,,
"RAJASTHAN	PALI	RANI	""PRATAP BAZAR", RANI," DISTT. PALI (RAJASTHAN)""	RANI	SBBJ0010889	02934-222700			",,,,,,,
"RAJASTHAN	PALI	ROHAT	DISTT.  PALI - 306421	ROHAT	SBBJ0010370	02936-268227			",,,,,,,,,
"RAJASTHAN	PALI	SADRI	""RANAKPUR ROAD", PO SADRI, DISTT. PALI," RAJASTHAN 306702""	SADRI	SBBJ0011006	02934-285121			",,,,,,
"RAJASTHAN	PALI	SOJAT CITY	DISTT.  PALI - 306104	SOJAT CITY	SBBJ0010190	""02960-222034"," 223834""			",,,,,,,,
"RAJASTHAN	PALI	SOJAT ROAD ADB	""MAIN  MARKET",  SOJAT  ROAD,"  DISTT.   PALI - 306103""	SOJAT ROAD	SBBJ0010404	""02960-230024"," 230804""			",,,,,,
"RAJASTHAN	PALI	SOMESAR	DISTT.  PALI - 306503	SOMESAR	SBBJ0010388	02934-242022			",,,,,,,,,
"RAJASTHAN	PALI	SONAI MANJHI	NEAR BUS STAND SONAI MANJHI	PALI	SBBJ0011382	2932 2932			306003590",,,,,,,,,
"RAJASTHAN	PALI	SUMERPUR	SUMERPUR PALI 306902	SUMERPUR	SBBJ0010198	M L SIROYA 02933-252444			",,,,,,,,,
"RAJASTHAN	PALI	""SURANA  MARKET","  PALI""	""SARAFA  BAZAR","  PALI - 306401""	PALI	SBBJ0010195	""02932-220568"," 221311""			",,,,,,
"RAJASTHAN	PALI	TAKHATGARH	DISTT.  PALI - 306912	TAKHATGARH	SBBJ0010295	02933-220146			",,,,,,,,,
"RAJASTHAN	PALI	VAYAD	""VIA -  ROHAT", DISTT.   PALI,"  RAJASTHAN""	BAYAD	SBBJ0010702	02936-256608			",,,,,,,
"RAJASTHAN	RAJSAMAND	AMET	""CHARBHUJA  ROAD","  DISTT.  RAJSAMAND - 313332""	AMET	SBBJ0010214	02908-230030			",,,,,,,,
"RAJASTHAN	RAJSAMAND	BALI JASSA KHERA	""TEHSIL  BHIM","  DISTT.   RAJSAMAND - 305928""	BALI JASSA KHERA	SBBJ0010533	02951-283204			",,,,,,,,
"RAJASTHAN	RAJSAMAND	BHIM	DISTT.  RAJSAMAND - 305921	BHIM	SBBJ0010215	02951-250427			",,,,,,,,,
"RAJASTHAN	RAJSAMAND	CHARBHUJA GARHBOR	""SANTOSH VATIKA", CHARBHUJA SEVENTRI ROAD, CHARBHUJA GARHBOR PIN-313333 DISTT.RAJSAMAND," RAJASTHAN""	GARBOR	SBBJ0011028	02954-248018			",,,,,,
"RAJASTHAN	RAJSAMAND	DAWER	""VIA -  DEOGARH  MADARIA","  DISTT.   RAJSAMAND""	DAWER	SBBJ0010497	02909-242226			",,,,,,,,
"RAJASTHAN	RAJSAMAND	Delwara	""Moti Lal Khatik House", Near Jodhpur Misthan Bhandar,Bus Stand,"Delwara""	DELWARA	SBBJ0011233	9413398309			",,,,,,
"RAJASTHAN	RAJSAMAND	DEOGARH MADARIA	""PORWAL  MARKET",  SADAR  BAZAR,"  DISTT.   RAJSAMAND - 313331""	DEOGARH	SBBJ0010217	""02909-252026 "," 252740""			",,,,,,
"RAJASTHAN	RAJSAMAND	GILUND	DISTT.   RAJSAMAND - 313027	GILUND	SBBJ0010467	02952-266221			",,,,,,,,,
"RAJASTHAN	RAJSAMAND	Kankroli	Kankroli Dist. Rajsanmand	RAJSAMAND	SBBJ0010211	Kankroli	M.K. Mandawat (Tel No.02952-220011 Fax No. 02952-222012		",,,,,,,,,
"RAJASTHAN	RAJSAMAND	KELWA	""BHIKSHU VIHAR", KELWA, DISTT. - RAJSAMAND," RAJASTHAN. PIN-313334""	KELWA	SBBJ0011107	""02952-274055"," 09413398744""			313003229",,,,,
"RAJASTHAN	RAJSAMAND	KHAMNAUR	""HALDI  GHATI","  DISTT.   RAJASAMAND - 313322""	KHAMNAUR	SBBJ0010371	02953-285123			",,,,,,,,
"RAJASTHAN	RAJSAMAND	KUMBHALGARH	DISTT.  RAJSAMAND - 313325	KUMBHALGARH	SBBJ0010221	02954-242223			",,,,,,,,,
"RAJASTHAN	RAJSAMAND	KUNWARIA	DISTT.   RAJSAMAND - 313327	KUNWARIA	SBBJ0010357	02952-272023			",,,,,,,,,
"RAJASTHAN	RAJSAMAND	MACHIND	""VIA -   NATHDWARA","  DISTT.   RAJSAMAND - 313321""	MACHIND	SBBJ0010687	02953-283409			",,,,,,,,
"RAJASTHAN	RAJSAMAND	MAJHERA	DISTT.  RAJSAMAND - 313325	MAJHERA	SBBJ0010484	02954-242231			",,,,,,,,,
"RAJASTHAN	RAJSAMAND	NATHDWARA	""NEAR  REST  HOUSE",  NATHDWARA,"  DISTT.   RAJSAMAND - 313301""	NATHDWARA	SBBJ0010212	""02953-234636","  232636""			",,,,,,
"RAJASTHAN	RAJSAMAND	RAJPURA DARIBA	""P.O. - DARIBA","  DISTT.   RAJSAMAND - 313211""	DARIBA	SBBJ0010437	02952-265125			",,,,,,,,
"RAJASTHAN	RAJSAMAND	RAJSAMAND	RAJSAMAND - 313326	RAJSAMAND	SBBJ0010213	""02952-220044 "," 224944""			",,,,,,,,
"RAJASTHAN	RAJSAMAND	RAJSAMAND ADB	""PAHADIA  BUILDING","  RAJSAMAND - 313326""	RAJSAMAND	SBBJ0010308	02952-220055			",,,,,,,,
"RAJASTHAN	RAJSAMAND	RELMAGRA	DISTT.  RAJSAMAND - 313329	RAILMAGRA	SBBJ0010223	02952-267222			",,,,,,,,,
"RAJASTHAN	RAJSAMAND	SALORE	""VIA -  NATHDWARA","  DISTT.   RAJSAMAND - 313301""	SALOR	SBBJ0010665	02953-281226			",,,,,,,,
"RAJASTHAN	RAJSAMAND	SIYANA	""TEHSIL - AMET","  DISTT.   RAJSAMAND - 313327""	SIYANA	SBBJ0010686	02908-255490			",,,,,,,,
"RAJASTHAN	SAWAI MADHOPUR	BAMANWAS	DISTT.  SAWAIMADHOPUR - 322211	BAMANWAS	SBBJ0010078	""07467-222224"," 222470""			",,,,,,,,
"RAJASTHAN	SAWAI MADHOPUR	BICHHOCHH	DISTT.  SAWAIMADHOPUR - 322214	BICHHAUCHH	SBBJ0010669	""07463-267079",232681,"			
RAJASTHAN	SAWAI MADHOPUR	BONLI	DISTT.  SAWAIMADHOPUR - 322023	BONLI	SBBJ0010079	07466-247228"," 247998""			",,,,,,
"RAJASTHAN	SAWAI MADHOPUR	CHAKERI	""A-15 KARNINAGAR (LALGARH)", BIKANER, DISTT.- BIKANER," STATE-RAJASTHAN PIN- 334001""	CHAKERI	SBBJ0011042	322003827			",,,,,,
"RAJASTHAN	SAWAI MADHOPUR	CHAUTH KA BARWARA	DISTT.  SAWAIMADHOPUR - 322702	CHAUTH KA BARWARA	SBBJ0010080	""07462-257023"," 257035""			",,,,,,,,
"RAJASTHAN	SAWAI MADHOPUR	""COLLECTORATE","  SAWAIMADHOPUR""	""COLLECTORATE","  SAWAIMADHOPUR - 322001""	SAWAI MADHOPUR	SBBJ0010826	""07462-220403"," 225003""			",,,,,,
"RAJASTHAN	SAWAI MADHOPUR	GANGAPUR CITY	DISTT.   SAWAIMADHOPUR - 322201	GANGAPUR	SBBJ0010075	""07463-234024",231782," 231982""			",,,,,,,
"RAJASTHAN	SAWAI MADHOPUR	""INDRA COLONY","  SAWAIMADHOPUR""	""INDRA  COLONY","  SAWAIMADHOPUR - 322001""	SAWAI MADHOPUR	SBBJ0010529	""07462-220536",224975," 220694""			",,,,,
"RAJASTHAN	SAWAI MADHOPUR	JATWARA KALAN	""JATWARA KALAN", POST - JATWARA KALAN,                                                  DISTT. SAWAI MADHOPUR,"RAJASTHAN.                            PIN CODE 322701""	SAWAI MADHOPUR	SBBJ0011282	9413398681	sbbj11282@sbbj.co.in		322003202",,,,,,
"RAJASTHAN	SAWAI MADHOPUR	KHANDAR	DISTT.  SAWAIMADHOPUR - 322025	KHANDAR	SBBJ0010081	""07468-241130"," 241432""			",,,,,,,,
"RAJASTHAN	SAWAI MADHOPUR	""SALODA IND. AREA","  GANGAPURCITY""	""P.O.  GANGAPUR  CITY","  SAWAIMADHOPUR - 322201""	GANGAPUR	SBBJ0010564	""07463-232194"," 237211""			",,,,,,
"RAJASTHAN	SAWAI MADHOPUR	SARSOP	""STATE BANK OF BIKANER & JAIPUR", POST-SARSOP,TEHSIL-CHOTH KA BARWADA,SIWAD ROAD,DISTT.SAWAI MADHOPUR,"RAJASTHAN-322703""	CHAUTH KA BARWARA	SBBJ0011217	07462-256101	sbbj11217@sbbj.co.in		322003088",,,,
"RAJASTHAN	SAWAI MADHOPUR	SAWAIMADHOPUR	""MAIN  BAZAR","  SAWAIMADHOPUR - 322021""	SAWAI MADHOPUR	SBBJ0010077	""07462-234132",234153," 233250""			",,,,,,
"RAJASTHAN	SAWAI MADHOPUR	SUKAR	""STATE BANK OF BIKANER & JAIPUR", SUKAR, TEHSIL-BAMANWAS, DISTT. SAWAI MADHOPUR," RAJASTHAN PIN 322212""	BAMANWAS	SBBJ0011011	07467-265000			",,,,,
"RAJASTHAN	SIKAR	AJITGARH	""NEAR HOTEL NARAIN PALACE"," SHAHPURA ROAD AJEETGARH. DISTT. SIKAR 332701""	AJITGARH	SBBJ0011096		8764151506		332003128",,,,,,,,
"RAJASTHAN	SIKAR	BAYA	""BUS STAND", VPO BAYA ," TEHSIL DANTA RAMGARH""	BAYA	SBBJ0011347	01576 9829087712			332003130",,,,,,,
"RAJASTHAN	SIKAR	""COLLECTORATE","  SIKAR""	""COLLECTORATE","  SIKAR - 332001""	SIKAR	SBBJ0010812	""01572-254423"," 256315""			",,,,,,
"RAJASTHAN	SIKAR	DANTA	""KHETAN  MARKET",  DANTA,"   DISTT.   SIKAR - 332702""	DANTA	SBBJ0010788	01577-272456			",,,,,,,
"RAJASTHAN	SIKAR	DANTA RAMGARH	DISTT.  SIKAR - 332703	DANTA	SBBJ0010127	""01577-272336"," 270271""			",,,,,,,,
"RAJASTHAN	SIKAR	FATEHPUR-SHEKHAWATI	""FATEHPUR-SHEKHAWATI"," DISTT. SIKAR-332301""	FATEHPUR	SBBJ0010123	""R.A. JAIN","  01571-230030""	01571-231320		",,,,,,,
"RAJASTHAN	SIKAR	""IND.AREA","  SIKAR""	SIKAR - 321001	SIKAR	SBBJ0010534	""01572-245199"," 245052""			",,,,,,,
"RAJASTHAN	SIKAR	KASLI	DISTT.  SIKAR - 232039	KASLI	SBBJ0010653	01572-234068			",,,,,,,,,
"RAJASTHAN	SIKAR	KHANDELA	""STATE BANK OF BIKANER & JAIPUR", MANDI BAZAR, POST-KHANDELA," DISTT. SIKAR - 332709""	KHANDELA	SBBJ0011077	9413397365			332003150",,,,,,
"RAJASTHAN	SIKAR	KHATOO SHYAMJI	DISTT.  SIKAR - 332602	KHATOO SHYAMJI	SBBJ0010292	""01576-230026"," 230673""			",,,,,,,,
"RAJASTHAN	SIKAR	KHOOD	""NEAR BY BANGLE KE BALAJI",SIKAR ROAD,"KHOOD""	KHOOD	SBBJ0011224	9413397324	sbbj11224@sbbj.co.in		332003153",,,,,,,
"RAJASTHAN	SIKAR	KULI KHACHARIAWAS	""IN FRONT OF SMT. KAMALA  DEVI DHOOT GOVT. CHC KULI KHACHRIAWAS"," DISTT. SIKAR- 332710""	DANTA	SBBJ0011095		8003397937		332003504",,,,,,,,
"RAJASTHAN	SIKAR	LACHHAMANGARH	DISTT.   SIKAR - 322311	LACHHMANGARH	SBBJ0010124	""01573-222238"," 222332""			",,,,,,,,
"RAJASTHAN	SIKAR	LOSAL	DISTT.   SIKAR - 332025	LOSAL	SBBJ0010741	""01577-220418"," 221201""			",,,,,,,,
"RAJASTHAN	SIKAR	MAU	""NEAR GOVT. SCHOOL"," MAIN BUS STAND VILL. POST MAU TEHSIL SRI MADHOPUR""	SRI MADHOPUR	SBBJ0011222	1575295518	sbbj11222@sbbj.co.in		332003152",,,,,,,,
"RAJASTHAN	SIKAR	NAGWA	V.P.O. NAGWA	KASLI	SBBJ0011326	941339760	sbbj11326@sbbj.co.in		332003129",,,,,,,,,
"RAJASTHAN	SIKAR	NEEM-KA-THANA	""SHAHPURA ROAD", NEEM-KA-THANA," DISTT. SIKAR-332713""	NEEM-KA-THANA	SBBJ0010125	""J.P. MEENA","  01574-230021""			",,,,,,
"RAJASTHAN	SIKAR	PATAN	""STATE BANK OF BIKANER & JAIPUR",NEAR POLICE STATION, NEEM-KA-THANA ROAD, PATAN,"  TEHSIL NEEM-KA-THANA DISTT. SIKAR PIN 332718""	PATAN	SBBJ0010999	01574-282300	01574-282200		",,,,,
"RAJASTHAN	SIKAR	PIPRALI ROAD SIKAR	""PLOT NO. 1"," NEAR SADAR THANA OVERBRIDGE CIRCLE PIPRALI ROAD SIKAR""	SIKAR	SBBJ0011292	1572	sbbj11292@sbbj.co.in		333003053",,,,,,,,
"RAJASTHAN	SIKAR	RAMGARH SEKHAWATI	DISTT.   SIKAR - 331024	RAMGARH(TEH.FATEHPUR)	SBBJ0010748	""01571-240342"," 241399""			",,,,,,,,
"RAJASTHAN	SIKAR	RANOLI	""BUS STAND RANOLI", TEH DANTA RAMGARH, DISTT. SIKAR," RAJASTHAN""	RANOLI	SBBJ0011023	SHRI B.L.JANGIR MOB NO. . 9413397386			",,,,,,
"RAJASTHAN	SIKAR	REENGUS	""WARD NO. 3", RAMANAND SCHOOL ROAD, RINGAS, TEH. SRIMADHOPUR," DISTT. SIKAR-332404""	REENGUS	SBBJ0011001	9413397318	01575-224044 01575-224055		",,,,,
"RAJASTHAN	SIKAR	RULYANI	""VIA -   SIHOTBARI","  DISTT.   SIKAR - 332028""	RULYANI	SBBJ0010688	""01570-262313","			
RAJASTHAN	SIKAR	SALADIPURA	VIA -  KHANDELA","  DISTT.   SIKAR - 332709""	SALADHIPURA	SBBJ0010563	01575-260027			",,,,,,
"RAJASTHAN	SIKAR	""SANWALI ROAD"," SIKAR""	""NEAR PANCHAYAT SAMITI", BHOG BHAWAN, SIKAR," RAJASTHAN. PIN-332001""	SIKAR	SBBJ0011148	9413397341			332003025",,,,,
"RAJASTHAN	SIKAR	SEWAD BARI	""NEAR BUS STAND", VPO SEWAD BARI," TEHSIL DHOD""	SIKAR	SBBJ0011348	01572 7568290262			332003131",,,,,,,
"RAJASTHAN	SIKAR	SIKAR	""P.B.NO.1"," SIKAR-332001""	SIKAR	SBBJ0010122	""S K PANDEY"," 01572-250167""			",,,,,,,
"RAJASTHAN	SIKAR	SRIMADHOPUR	""REENGUS BAZAR", SRI MADHOPUR," DISTT. SIKAR-332715""	SRI MADHOPUR	SBBJ0010126	""K.S. MEENA","  01575-250018""	01575-252067		",,,,,,
"RAJASTHAN	SIROHI	ABU ROAD	DISTT.   SIROHI - 307026	ABU ROAD	SBBJ0010520	""02974-222262"," 225266""			",,,,,,,,
"RAJASTHAN	SIROHI	ANADRA	""VIA -  ABU  ROAD","  DISTT.   SIROHI - 307511""	ANADRA	SBBJ0010353	02975-244224			",,,,,,,,
"RAJASTHAN	SIROHI	""Industrial Area"," ABU ROAD""	""State Bank of Bikaner and Jaipur",                                                    LIC Building,  RIICO Industrial Area,"  ABU ROAD     (Rajasthan)                                           PIN Code 307026.               Mobile 9414062504""	ABU ROAD	SBBJ0011102		""9414062504",,,,,
"8003893943""		307 003 025",,,,,,,,,
"RAJASTHAN	SIROHI	JAWAL	DISTT.  SIROHI - 307801	JAWAL	SBBJ0010327	02972-260222			",,,,,,,,,
"RAJASTHAN	SIROHI	KAILASHNAGAR	""MAHADEV COMPLEX", MAIN ROAD," KAILASHNAGAR""	SHEOGANJ	SBBJ0011321	2976 265511			307003191",,,,,,,
"RAJASTHAN	SIROHI	KALANDRI	DISTT.  SIROHI - 307802	KALANDRI	SBBJ0010186	02972-224336			",,,,,,,,,
"RAJASTHAN	SIROHI	MANADAR	""VIA -  JAWAL","  DISTT.   SIROHI - 307801""	MANADAR(TEH.SHEOGANJ)	SBBJ0010363	02976-264803			",,,,,,,,
"RAJASTHAN	SIROHI	MANDAR	""VIA -  REODHAR","  DISTT.   SIROHI - 307513""	MANDAR	SBBJ0010809	02975-235284			",,,,,,,,
"RAJASTHAN	SIROHI	MOUNT ABU	DISTT.  SIROHI - 307501	MOUNT ABU	SBBJ0010407	02974-235224			",,,,,,,,,
"RAJASTHAN	SIROHI	PINDWARA	DISTT.  SIROHI - 307022	PINDWARA	SBBJ0010187	02971-222038			",,,,,,,,,
"RAJASTHAN	SIROHI	REODHAR	DISTT.  SIROHI - 307514	REODAR	SBBJ0010188	""02975-222327"," 223355""			",,,,,,,,
"RAJASTHAN	SIROHI	ROHIDA	DISTT.  SIROHI - 307024	ROHIDA	SBBJ0010351	""02971-254626"," 254644""			",,,,,,,,
"RAJASTHAN	SIROHI	SAROOPGANJ	DISTT.  SIROHI - 307023	SAROOPGANJ	SBBJ0010320	02971-242045			",,,,,,,,,
"RAJASTHAN	SIROHI	SHEOGANJ	DISTT.  SIROHI - 307027	SHEOGANJ	SBBJ0010189	02976-220140			",,,,,,,,,
"RAJASTHAN	SIROHI	SHEOGANJ  ADB	DISTT.  SIROHI - 307027	SHEOGANJ	SBBJ0010313	""02976-220348"," 221775""			",,,,,,,,
"RAJASTHAN	SIROHI	SIROHI	SADAR BAZAR SIROHI 307001	SIROHI	SBBJ0010185	N K SINGHVI 02972-224141			",,,,,,,,,
"RAJASTHAN	SIROHI	SURPAGLA	DISTT.   SIROHI - 307026	SOORPAGLA	SBBJ0010696	02974-224055			",,,,,,,,,
"RAJASTHAN	SIROHI	VELANGARI	""BUS STAND", VELANGARI, TEHSIL- SIROHI, DISTT. SIROHI," RAJASTHAN-307001""	SIROHI	SBBJ0011314	9413398225	sbbj11314@sbbj.co.in		307003190",,,,,
"RAJASTHAN	SRI GANGANAGAR	GURUSAR MODIA 26 MOD	""STATE BANK OF BIKANER & JAIPUR","    GURUSAR MODIA 26 MOD VILL.GURSAR MODIA  DISTT SRI GANGANAGAR (RAJASTHAN) PIN 335802""	SRIGANGANAGAR	SBBJ0011070	01509-260363			335003504",,,,,,,,
"RAJASTHAN	TONK	ALIGARH (UNIARA)	DISTT.  TONK - 304023	ALIGARH	SBBJ0010089	""01436-266321",266515," 260569""			",,,,,,,
"RAJASTHAN	TONK	DEOLI	DISTT.   TONK - 304804	DEOLI	SBBJ0010090	""01434-232005"," 232362 232194""			",,,,,,,,
"RAJASTHAN	TONK	DIGGI	DISTT.  TONK - 304504	DIGGI	SBBJ0010326	""01437-227327"," 227300""			",,,,,,,,
"RAJASTHAN	TONK	KAKOD	""Opposie Telephone Excahnge KAKOD", Distt. Tonk," Rajasthan""	KAKOD	SBBJ0011062		01436-268888		304003501",,,,,,,
"RAJASTHAN	TONK	MALPURA	DISTT.  TONK - 304502	MALPURA	SBBJ0010088	""01437-226224",224300," 228140""			",,,,,,,
"RAJASTHAN	TONK	NASARDA	""VIA -  DEOLI","  DISTT.   TONK - 304507""	NASARDA	SBBJ0010469	""01434-FAX 234516",234596,"			
RAJASTHAN	TONK	NEWAI	DISTT.  TONK - 304021	NEWAI	SBBJ0010756	01438-222841"," 222461""			",,,,,
"RAJASTHAN	TONK	RAHOLI	DISTT.   TONK - 304021	RAHOLI	SBBJ0010691	""01438-227122"," 227105""			",,,,,,,,
"RAJASTHAN	TONK	TODARAISINGH	DISTT.  TONK - 304505	TODARAISING	SBBJ0010091	01433-232237/232837			",,,,,,,,,
"RAJASTHAN	TONK	TONK	""SUBHASH BAZAR","TONK-304001""	TONK	SBBJ0010087	""C R CHENIWAL"," 01432-2474222""	01432-245870		",,,,,,,
"RAJASTHAN	TONK	""TREASURY BLDG.","  TONK""	TONK - 304001 (RAJASTHAN)	TONK	SBBJ0010842	""01432-248083"," 243909""			",,,,,,,
"RAJASTHAN	TONK	UNIARA	DISTT.  TONK - 301024	UNIARA	SBBJ0010092	""01436-260349"," 260569""			",,,,,,,,
"RAJASTHAN	UDAIPUR	""BADA BAZAR","  UDAIPUR""	""BADA  BAZAR","  UDAIPUR - 313001""	UDAIPUR	SBBJ0010585	""0294-2422772","  2415559""			",,,,,,
"RAJASTHAN	UDAIPUR	BADGAON	DISTT.  UDAIPUR - 313001	BADGAON	SBBJ0010389	0294-2450734			",,,,,,,,,
"RAJASTHAN	UDAIPUR	BADI	DISTT.   UDAIPUR - 313025	BADI	SBBJ0010722	0294-2453503			",,,,,,,,,
"RAJASTHAN	UDAIPUR	BALICHA	VILLAGE AND POST BALICHA DISTRICT -UDAIPUR	GORDHAN VILAS	SBBJ0011100	9413398012			313003230",,,,,,,,,
"RAJASTHAN	UDAIPUR	BHABRANA	""TEHSIL - SALUMBER","  DISTT.   UDAIPUR - 313035""	BHABRANA	SBBJ0010442	02906-235626			",,,,,,,,
"RAJASTHAN	UDAIPUR	BHANPURA	""TEHSIL  GOGUNDA","  DISTT.   UDAIPUR - 313704""	BHANPURA	SBBJ0010695	02956-262234			",,,,,,,,
"RAJASTHAN	UDAIPUR	BHINDER	""TEHSIL  VALLABHNAGAR","  DISTT.   UDAIPUR - 313603""	BHINDAR	SBBJ0010560	02957-220248			",,,,,,,,
"RAJASTHAN	UDAIPUR	DABOK   A.D.B.	DISTT.  UDAIPUR - 313022	DABOK	SBBJ0010479	0294-2655348			",,,,,,,,,
"RAJASTHAN	UDAIPUR	DHARIAWAD	""P.B.  NO.  3","  DHARIAWAD - 315605""	DHARIAWAD	SBBJ0010218	""02950-220025 "," 220987""			",,,,,,,
"RAJASTHAN	UDAIPUR	GOGUNDA	""NEAR  BUS  STAND",  GOGUNDA,"  DISTT.   UDAIPUR - 313705""	GOGUNDA	SBBJ0010219	02956-242024			",,,,,,,
"RAJASTHAN	UDAIPUR	""Hiran Magri","	Hiran Mangri Sector-4"," Udaipur""	UDAIPUR	SBBJ0010726	Udaipur	Alok Sharma (Tel No. 0294-2461836 Fax No. 0294-2463902		",,,,,,,
"RAJASTHAN	UDAIPUR	""HIRAN MAGRI","  UDAIPUR""	""SECTOR - 11",  HIRAN  MAGRI,"  UDAIPUR - 313001""	UDAIPUR	SBBJ0010598	""0294-2583249","  2486297""			",,,,,
"RAJASTHAN	UDAIPUR	INTALI KHERA	DISTT.  UDAIPUR - 313026	INTALI KHERA	SBBJ0010507	02906-245434			",,,,,,,,,
"RAJASTHAN	UDAIPUR	JAWAD	""TEHSIL  SARODA","  DISTT.   UDAIPUR - 313703""	JAWAD	SBBJ0010535	02905-267239			",,,,,,,,
"RAJASTHAN	UDAIPUR	JHADOL	""STATE BANK OF BIKANER & JAIPUR", UDAIPUR ROAD," JHADOL DISTT UDAIPUR PIN-313701""	JHADOL	SBBJ0010969	9413398124	02959-220016		",,,,,,,
"RAJASTHAN	UDAIPUR	KALADWAS	""STATE BANK OF BIKANER & JAIPUR",  G-1/316,BHAMASHAH INDUSTRIAL AREA,,,,,,,
KALADWAS,TEHSIL GIRWA, DISTRICT UDAIPUR,        PINCODE 313003," RAJASTHAN""	UDAIPUR	SBBJ0011039	0294-2650027			",,,,,
"RAJASTHAN	UDAIPUR	KANORE	""STATE BANK OF BIKANER & JAIPUR",UDAIPUR ROAD, KANORE, DISTT. UDAIPUR ," RAJASTHAN PIN 313604""	KANORE	SBBJ0011015	02957-233025			",,,,,
"RAJASTHAN	UDAIPUR	Kheroda	""Bus stand","Kheroda""	KHERODA	SBBJ0011226	8003994896			",,,,,,,,
"RAJASTHAN	UDAIPUR	KHERWARA	""AZAD  CHOWK",  KHERWARA,"  UDAIPUR - 313803""	KHERWARA	SBBJ0010220	""02907-220021 ",220086," 220253""			",,,,,
"RAJASTHAN	UDAIPUR	KUN	""VIA -  LASADIA",  KANORE,"  DISTT.   UDAIPUR - 313604""	KUN	SBBJ0010450	02957-264129			",,,,,,,
"RAJASTHAN	UDAIPUR	LAKHARWAS	DISTT.  UDAIPUR - 313012	LAKHARWAS	SBBJ0010508	0294-2348028			",,,,,,,,,
"RAJASTHAN	UDAIPUR	LAKHAWALI	DISTT.  UDAIPUR - 313011	LAKHAWALI	SBBJ0010511	0294-2441174			",,,,,,,,,
"RAJASTHAN	UDAIPUR	MAVLI	DISTT.  UDAIPUR - 313203	MAVLI	SBBJ0010222	02955-263226			",,,,,,,,,
"RAJASTHAN	UDAIPUR	MENAR	DISTT.  UDAIPUR - 313602	MENAR	SBBJ0010509	02957-227263			",,,,,,,,,
"RAJASTHAN	UDAIPUR	""MEWAR IND.AREA","  UDAIPUR""	UDAIPUR - 313001	UDAIPUR	SBBJ0010415	""0294-2490459 ",2493321,"			
RAJASTHAN	UDAIPUR	NAHARMAGRA	SHRIPATI NAGAR","  DISTT.  UDAIPUR - 313201""	NAHARMAGRA(BAJAJNAGAR)	SBBJ0010321	0294-2655374			",,,,,
"RAJASTHAN	UDAIPUR	NAYAGAON	""VIA -  KHERWARA","  DISTT.   UDAIPUR - 313803""	NAYAGAON	SBBJ0010513	02907-242323			",,,,,,,,
"RAJASTHAN	UDAIPUR	""NEW FATEHPURA","  UDAIPUR""	""23 - A",  NEW  FATEHPURA,"  UDAIPUR - 313004""	UDAIPUR	SBBJ0010807	""0294-2422166 "," 2528189""			",,,,,
